userId	movieId	tag	timestamp
19388	196	alien	1368295695
21096	196	aliens	1248086337
35058	196	aliens	1325784070
42923	196	alien	1368362694
66999	196	alien	1484873589
66999	196	aliens	1484873587
94552	196	alien	1466745031
94552	196	aliens	1466745029
96795	196	alien	1502633070
96795	196	aliens	1502633048
105728	196	aliens	1481001962
109141	196	aliens	1468617416
131347	196	aliens	1493224765
137365	196	alien	1368331354
155146	196	alien	1423246533
155146	196	aliens	1423246532
31371	224	fantasy	1358763624
34047	224	fantasy	1489359013
81017	224	fantasy	1139976646
103598	224	fantasy	1400937851
113932	224	fantasy	1227622807
6550	246	college	1528564008
6550	247	fantasy	1528593368
1541	253	fantasy	1433656887
15204	253	fantasy	1306877977
21002	253	fantasy	1241219625
26426	253	fantasy	1446960481
28633	253	fantasy	1566032123
31582	253	fantasy	1521588587
32922	253	fantasy	1281906845
39601	253	fantasy	1479967000
41191	253	fantasy	1538803803
45485	253	fantasy	1248695267
57061	253	fantasy	1525386945
57934	253	fantasy	1225282595
78897	253	fantasy	1446572674
94292	253	fantasy	1241378206
101695	253	fantasy	1183433253
101874	253	fantasy	1488243960
103598	253	fantasy	1310372578
107531	253	fantasy	1448419719
110972	253	fantasy	1487246665
111085	253	fantasy	1297727185
119138	253	fantasy	1289756552
126762	253	fantasy	1493421201
129453	253	fantasy	1522994774
141361	253	fantasy	1310345374
142712	253	fantasy	1441566439
143964	253	fantasy	1241910592
146798	253	fantasy	1424028684
146879	253	fantasy	1547258992
150805	253	fantasy	1433195370
110	260	fantasy	1437790687
264	260	aliens	1543390134
2977	260	fantasy	1439777027
3394	260	aliens	1532247044
3448	260	aliens	1492547883
3448	260	fantasy	1492547853
3570	260	fantasy	1546452939
4153	260	fantasy	1444291417
5163	260	aliens	1433858038
5819	260	aliens	1567946697
7344	260	fantasy	1443813014
7819	260	fantasy	1443690677
10391	260	fantasy	1253753062
12968	260	fantasy	1443993696
13405	260	aliens	1429709890
13405	260	fantasy	1429709871
13788	260	aliens	1446135374
14054	260	#fantasy	1438631479
14103	260	fantasy	1435321926
14819	260	fantasy	1439486559
15204	260	aliens	1555782498
15204	260	fantasy	1555782380
15560	260	aliens	1486956393
15560	260	fantasy	1486956338
16134	260	aliens	1550021185
17666	260	Fantasy	1265924843
20481	260	sequel	1430667894
21096	260	aliens	1338601347
21137	260	fantasy	1437534635
21524	260	fantasy	1444578969
22203	260	fantasy	1458439999
23770	260	fantasy	1438312058
24169	260	fantasy	1442029129
24544	260	Fantasy	1439787031
24692	260	fantasy	1430613577
25921	260	fantasy	1444170769
26245	260	fantasy	1242279608
27560	260	aliens	1535053618
27560	260	fantasy	1535053586
27598	260	aliens	1450947632
27598	260	all-time great	1450947853
27598	260	fantasy	1450947474
29799	260	aliens	1423751829
29799	260	fantasy	1423751822
29819	260	fantasy	1435177785
30027	260	fantasy	1440730213
30309	260	aliens	1245016112
30309	260	fantasy	1245016120
30442	260	fantasy	1291358122
30839	260	aliens	1441880512
30976	260	fantasy	1434737877
31020	260	fantasy	1290308245
32107	260	fantasy	1440786185
32840	260	fantasy	1442245431
33549	260	fantasy	1439100841
34112	260	#boring	1437515729
35058	260	aliens	1553684864
35058	260	fantasy	1325782573
35231	260	fantasy	1433657648
36142	260	fantasy	1433073368
36159	260	fantasy	1437929367
36312	260	aliens	1243748029
36312	260	fantasy	1243748000
37265	260	fantasy	1441103233
39072	260	fantasy	1430666745
40267	260	fantasy	1444519076
41117	260	fantasy	1434428064
42923	260	fantasy	1330110942
43004	260	aliens	1438243911
43069	260	fantasy	1243604229
44444	260	aliens	1506306996
44444	260	fantasy	1506306965
44616	260	fantasy	1440326104
45485	260	aliens	1248694868
45485	260	fantasy	1248694870
45512	260	aliens	1421651449
45832	260	fantasy	1441013220
47891	260	fantasy	1441506533
47969	260	sequel	1267986653
50264	260	fantasy	1443520866
50490	260	fantasy	1440434019
51019	260	fantasy	1439987270
51509	260	aliens	1438523540
52221	260	aliens	1432434923
54838	260	aliens	1239149238
55361	260	fantasy	1442500936
55783	260	fantasy	1487341555
56238	260	fantasy	1261936076
56512	260	fantasy	1440271544
57061	260	aliens	1498679618
57061	260	fantasy	1498679572
57279	260	fantasy	1437058557
59026	260	fantasy	1430170429
59654	260	fantasy	1441394644
60192	260	fantasy	1284819009
60970	260	fantasy	1442354141
61939	260	fantasy	1436237090
62919	260	fantasy	1140522074
62925	260	fantasy	1290927714
62986	260	fantasy	1301943329
63086	260	fantasy	1439255501
63453	260	fantasy	1440910412
64845	260	aliens	1386638787
64845	260	fantasy	1386638789
64966	260	sequel	1137170670
65494	260	fantasy	1433126071
65636	260	A good one time watch	1439318825
65982	260	fantasy	1439859615
67307	260	fantasy	1439911958
69291	260	fantasy	1432586572
69811	260	aliens	1436998491
70294	260	aliens	1260904574
72865	260	fantasy	1430432294
73482	260	fantasy	1441462957
75665	260	fantasy	1385395999
75736	260	fantasy	1431578688
77810	260	fantasy	1540172205
78897	260	fantasy	1447243377
79665	260	fantasy	1440976915
80327	260	fantasy	1436983159
80811	260	aliens	1244500489
84090	260	sequel	1438633278
84478	260	aliens	1489919247
84959	260	fantasy	1489500599
85444	260	fantasy	1439138240
86921	260	fantasy	1433592577
89320	260	fantasy	1147410798
90646	260	fantasy	1439794643
90782	260	fantasy	1441361787
91022	260	fantasy	1436389352
95416	260	fantasy	1441130861
95537	260	fantasy	1433707881
96866	260	fantasy	1426671006
97160	260	fantasy	1357083886
98303	260	fantasy	1436004427
99605	260	fantasy	1476318794
101328	260	fantasy	1444166042
101505	260	aliens	1479764239
101874	260	aliens	1566254046
102094	260	Fantasy	1434499487
102385	260	#fantasy	1444596858
104394	260	aliens	1290639142
107222	260	fantasy	1432023855
107442	260	fantasy	1431817996
107562	260	aliens	1241291491
109180	260	fantasy	1433822443
109441	260	aliens	1416440582
109441	260	fantasy	1416440560
109827	260	fantasy	1357414765
110325	260	fantasy	1436955188
111033	260	fantasy	1424472169
111757	260	fantasy	1444996727
112854	260	fantasy	1435440696
114058	260	fantasy	1434382633
115512	260	aliens	1308844712
115662	260	fantasy	1440336062
115820	260	aliens	1241224419
115820	260	fantasy	1241224407
115820	260	sequel	1241224377
115932	260	fantasy	1437683598
117047	260	fantasy	1431336602
118876	260	fantasy	1440793188
119483	260	aliens	1462130666
119483	260	fantasy	1462130622
120092	260	aliens	1533334703
120154	260	wild	1437791242
120840	260	fantasy	1441986863
124974	260	aliens	1264279297
124974	260	fantasy	1264279299
125054	260	fantasy	1433110960
125239	260	aliens	1473586442
125239	260	fantasy	1473586206
128789	260	sequel	1439806538
129370	260	fantasy	1439832306
130179	260	fantasy	1443365389
131493	260	fantasy	1437084144
133257	260	fantasy	1432946213
134298	260	fantasy	1399696262
134421	260	fantasy	1433434129
134617	260	all-time great	1433583961
135026	260	fantasy	1435143604
136121	260	fantasy	1455420876
137805	260	fantasy	1348022203
138852	260	aliens	1525550507
138852	260	fantasy	1525550467
141022	260	fantasy	1252005509
141207	260	fantasy	1499139656
141361	260	aliens	1310344605
141361	260	fantasy	1310344612
141361	260	sequel	1310344643
141430	260	fantasy	1437443041
141669	260	fantasy	1502043185
142682	260	fantasy	1549749249
144371	260	fantasy	1441669871
145061	260	fantasy	1137734935
145265	260	aliens	1329510859
145265	260	fantasy	1329510856
145650	260	aliens	1347775288
145650	260	fantasy	1294820976
146338	260	fantasy	1493933520
147309	260	fantasy	1435504331
147979	260	aliens	1551047063
148306	260	aliens	1461883718
148306	260	fantasy	1461883664
149044	260	aliens	1514303240
149463	260	aliens	1372541222
149463	260	fantasy	1372541231
150075	260	fantasy	1442130607
150662	260	aliens	1427998483
151732	260	aliens	1457834850
151732	260	fantasy	1457834809
6550	286	sequel	1527405044
110243	306	sequel	1205445093
14116	308	sequel	1241215510
110243	308	sequel	1205445052
7295	316	aliens	1435157360
15832	316	aliens	1428788348
21096	316	aliens	1348465993
26621	316	aliens	1487893497
33455	316	aliens	1464562067
51825	316	aliens	1424638307
53434	316	alien technology	1541378879
53434	316	aliens	1541378862
56238	316	aliens	1242993293
60142	316	aliens	1526092129
65243	316	alien technology	1517569526
66268	316	aliens	1547862336
78897	316	aliens	1447355192
82157	316	aliens	1242673610
93305	316	aliens	1176822665
97671	316	aliens	1277960734
102222	316	aliens	1445878885
106730	316	aliens	1304005174
110966	316	aliens	1403370147
113951	316	alien technology	1509227270
113951	316	aliens	1509227216
120792	316	aliens	1350236836
125054	316	alien technology	1450436743
131347	316	aliens	1162616766
140018	316	alien technology	1574165593
140018	316	aliens	1574165602
141625	316	aliens	1440107063
146338	316	aliens	1461688034
155146	316	aliens	1439415807
19346	317	fantasy	1513031186
36159	317	fantasy	1437960204
44444	317	fantasy	1506526365
56238	317	fantasy	1242994079
31047	318	the 90s	1526490918
43839	318	fantasy	1423314639
95673	329	sequel	1354316452
6550	332	alien	1528611939
6550	332	alien life-form	1528611939
4247	342	ABBA	1447409918
45004	342	ABBA	1564447021
60971	342	ABBA	1534031346
84470	342	ABBA	1503193026
89591	342	ABBA	1438472700
118668	342	ABBA	1414165687
95673	349	sequel	1354316075
15204	353	Fantasy	1307889678
52719	353	Fantasy	1233635503
103598	353	Fantasy	1310375462
104394	353	Fantasy	1247640480
143964	353	Fantasy	1241912123
151732	353	Fantasy	1409357075
15204	356	20th century	1555494309
31047	356	20th century	1454827766
46103	356	60s	1436850143
58647	356	20th century	1563081118
87888	356	fantasy	1436742335
131347	356	20th century	1567223910
3029	358	college	1166993365
21096	358	college	1246401629
94239	366	sequel	1572811704
44444	370	sequel	1506479249
95673	370	sequel	1354555994
155146	370	sequel	1495550269
60971	374	fantasy	1533232093
38672	410	sequel	1530087156
70115	410	Sequel	1533274747
6550	419	billionaire	1528512945
6550	420	sequel	1527452866
86425	420	sequel	1365946401
95673	420	sequel	1354497539
21096	424	college	1404228194
6550	426	alien	1528612477
6550	426	alien infection	1528612477
6550	426	alien invasion	1528612477
21096	426	aliens	1245741743
90441	432	sequel	1501880307
125054	432	sequel	1467557106
6550	435	alien life-form	1528513372
13788	435	aliens	1446132375
21096	435	aliens	1250130421
37329	435	aliens	1370734886
54838	435	alien invasion	1279641921
54838	435	aliens	1279641902
62707	435	alien invasion	1149143779
62707	435	aliens	1149143779
106730	435	aliens	1304082360
155146	435	aliens	1441643415
62014	440	fantasy	1308259029
95673	466	sequel	1354556382
125054	470	sequel	1467556926
11477	471	Fantasy	1392796520
15204	471	fantasy	1555780928
31047	471	Fantasy	1528330941
142822	471	Fantasy	1208667928
145919	471	Fantasy	1312329437
148146	471	fantasy	1493322069
3648	480	action classic	1437319069
20481	480	fantasy	1428772517
63341	480	a classic	1423969027
56238	485	fantasy	1283839217
118383	485	fantasy	1426122080
24213	508	Abandoned	1545871876
21096	511	college	1278703973
6550	512	alien	1528611805
6550	512	alien contact	1528611806
21096	512	aliens	1298952944
6550	519	sequel	1527452626
54303	519	sequel	1253527979
21096	524	college	1197716123
123527	531	fantasy	1538604312
12966	541	fantasy	1257900183
15078	541	fantasy	1296358096
47969	541	fantasy	1403732048
77119	541	fantasy	1246534045
103598	541	fantasy	1310203162
109141	541	fantasy	1278282747
114343	541	fantasy	1241638293
131347	541	fantasy	1558667761
145061	541	fantasy	1137778733
155309	541	fantasy	1230682426
6550	542	college	1528512822
35058	546	Fantasy	1325783644
43069	546	Fantasy	1242073717
15204	551	fantasy	1555779892
17333	551	fantasy	1493691521
19346	551	fantasy	1514411975
28826	551	fantasy	1320979943
35058	551	fantasy	1553688753
67499	551	fantasy	1531734574
139556	551	fantasy	1386729444
6862	587	Fantasy	1484920916
42022	587	Fantasy	1301510785
143091	587	Fantasy	1313853881
7335	588	Fantasy	1502931059
15560	588	Fantasy	1435548317
23759	588	fantasy	1569119142
36535	588	aliens	1161647585
40932	588	aliens	1356889680
40932	588	Fantasy	1356889707
59047	588	Fantasy	1422654901
61718	588	Fantasy	1455985916
78897	588	Fantasy	1447432051
86425	588	Fantasy	1365943878
114297	588	Fantasy	1498938053
117179	588	Fantasy	1310055822
145919	588	Fantasy	1312328598
89320	596	fantasy	1147449867
111848	596	fantasy	1143585423
142533	596	fantasy	1527654680
142822	596	fantasy	1208667918
148146	596	fantasy	1493321965
6550	606	sequel	1528611862
125054	609	sequel	1467557796
125054	631	sequel	1467557809
15204	653	fantasy	1558649771
51322	653	fantasy	1338984438
92770	653	fantasy	1489605783
131454	653	fantasy	1328615254
138596	653	fantasy	1325947417
5196	661	fantasy	1465715970
36159	661	fantasy	1437939216
104394	661	fantasy	1248746130
109146	661	fantasy	1289859783
145061	661	fantasy	1137778786
95673	670	sequel	1391570146
13788	673	aliens	1452268900
15204	673	aliens	1555764701
51799	673	aliens	1446078547
60142	673	aliens	1526091648
76875	673	aliens	1447417024
99605	673	aliens	1476392175
125054	673	aliens	1433326923
6550	674	alien planet	1528774445
91866	674	fantasy	1401509807
155146	674	alien planet	1552256818
155146	674	fantasy	1552256981
6550	735	zombie	1528352343
90691	735	zombie	1243713854
109141	735	zombie	1350486026
141361	735	zombie	1310775921
36535	741	ghost	1161647090
6550	745	animal	1528513295
6550	748	alien language	1527452590
12571	748	alien invasion	1552130959
12571	748	aliens	1552130956
21096	748	aliens	1349310016
31047	748	alien invasion	1485746277
31047	748	aliens	1485746231
61891	748	aliens	1170157882
62707	748	alien invasion	1149146200
71097	748	aliens	1413230760
84824	748	alien invasion	1264159529
84824	748	aliens	1264159535
143186	748	aliens	1484327452
6550	756	latin	1528563673
3225	780	alien invasion	1278019143
3225	780	aliens	1278019141
6550	780	alien	1527452956
7295	780	alien invasion	1435157618
11952	780	alien invasion	1268550520
11952	780	aliens	1268550528
13788	780	aliens	1446132616
15560	780	alien	1499143925
15560	780	alien invasion	1499143883
15560	780	aliens	1499143890
15560	780	aliens invasion	1499143929
18484	780	aliens	1146068855
19388	780	alien	1368295695
20075	780	alien invasion	1371427115
21096	780	aliens	1245234315
22779	780	alien invasion	1526414332
23759	780	alien invasion	1566708453
23759	780	aliens	1566708454
25439	780	aliens	1137316594
30178	780	aliens	1140448790
33204	780	aliens	1321365170
35241	780	alien invasion	1387123274
35241	780	aliens	1387123277
36159	780	alien	1437964787
36159	780	alien invasion	1437964769
36159	780	aliens	1437964773
37807	780	aliens invasion	1421361453
38518	780	aliens	1141051371
38972	780	alien invasion	1270939831
38972	780	aliens	1270939833
41275	780	aliens	1320785042
42923	780	alien	1368362694
42923	780	alien invasion	1330413937
50115	780	alien invasion	1413149259
51799	780	alien invasion	1445474871
51799	780	aliens	1445474875
53708	780	alien invasion	1270996329
54553	780	alien invasion	1354154710
54791	780	alien invasion	1461426092
54838	780	alien invasion	1279133980
55878	780	alien invasion	1270254591
56391	780	alien invasion	1297089132
56391	780	aliens	1297089128
58906	780	alien invasion	1163100945
58906	780	aliens	1163100941
59391	780	alien invasion	1456363900
61610	780	alien invasion	1568824433
61610	780	aliens	1568824435
62707	780	alien invasion	1149145924
63042	780	alien invasion	1516837691
65860	780	alien invasion	1567001076
67928	780	alien invasion	1262275104
67928	780	aliens	1262275108
67977	780	alien invasion	1378424892
70294	780	alien	1367660608
71356	780	alien invasion	1241116154
72832	780	alien invasion	1304637787
75571	780	alien invasion	1496362775
75571	780	aliens	1496362779
75665	780	alien invasion	1385395490
79342	780	alien invasion	1285014885
79435	780	alien	1520115652
79435	780	aliens	1520115633
79435	780	aliens invasion	1520115651
79880	780	alien invasion	1241533180
82198	780	alien invasion	1265480358
82333	780	alien	1367968362
83713	780	alien invasion	1467500879
83713	780	aliens	1467500901
83844	780	alien invasion	1271780237
83844	780	aliens	1271780234
86942	780	alien invasion	1166781698
86942	780	aliens	1166781696
88962	780	alien invasion	1439869678
88962	780	aliens	1439869705
88962	780	aliens invasion	1439869690
89320	780	aliens	1147409019
92770	780	alien invasion	1489605622
94552	780	alien	1466125966
94552	780	alien invasion	1466125980
94552	780	aliens	1466125952
94552	780	aliens invasion	1466125971
99815	780	alien invasion	1240906016
99815	780	aliens	1240905987
101874	780	alien invasion	1489098959
101874	780	aliens	1489098962
103883	780	aliens	1248249573
104394	780	alien invasion	1290639158
104394	780	aliens	1290639164
105728	780	alien invasion	1481176004
105792	780	alien invasion	1286644440
105877	780	alien invasion	1551750890
105877	780	aliens	1551750922
110243	780	aliens	1152156925
110966	780	alien invasion	1403307085
110966	780	aliens	1403307087
116473	780	aliens	1457352534
119138	780	alien invasion	1292813135
121867	780	alien invasion	1450023492
125239	780	alien	1476270880
125239	780	alien invasion	1476270833
125239	780	aliens	1476270840
125239	780	aliens invasion	1476270885
129123	780	alien invasion	1263257441
131347	780	aliens	1140066692
131454	780	alien invasion	1325942051
131454	780	aliens	1325942061
131888	780	alien invasion	1215514951
131888	780	aliens	1215514948
132858	780	alien invasion	1190239382
134381	780	aliens	1466286934
137365	780	alien	1368331354
137639	780	alien invasion	1345681373
137639	780	aliens	1345681376
138130	780	aliens invasion	1430513884
141226	780	alien invasion	1507526417
141263	780	alien invasion	1315208745
141263	780	aliens	1343711091
142781	780	alien invasion	1519300247
142781	780	aliens	1519300250
142922	780	aliens	1142140402
145061	780	aliens	1137735088
145701	780	alien invasion	1262766797
145701	780	aliens	1262766802
147836	780	alien invasion	1248082489
148306	780	alien	1461880517
148306	780	alien invasion	1461880479
148306	780	aliens	1461880484
148306	780	aliens invasion	1461880522
149044	780	alien	1514305896
149044	780	alien invasion	1514305828
154184	780	alien invasion	1344772263
154396	780	alien invasion	1455971230
154396	780	aliens	1455971233
154396	780	aliens invasion	1455971258
6550	799	ghost	1528513089
124601	818	sequel	1137103266
99605	837	Fantasy	1476392127
104394	837	Fantasy	1245980723
6550	839	sequel	1528603057
21002	839	sequel	1241220020
39983	839	sequel	1383416625
104394	839	sequel	1245865864
136687	839	sequel	1170688692
95673	849	sequel	1530327738
6550	906	pianist	1528559702
15204	919	fantasy	1306926151
16449	919	fantasy	1316995746
20917	919	fantasy	1525842844
35058	919	fantasy	1421232089
36159	919	fantasy	1437939713
40648	919	fantasy	1356248860
44147	919	fantasy	1454878930
58632	919	fantasy	1139273506
61718	919	fantasy	1455984969
69125	919	fantasy	1313549743
75665	919	fantasy	1290454616
92812	919	fantasy	1403479081
97382	919	fantasy	1496338850
100517	919	fantasy	1316830969
104394	919	fantasy	1246932881
107562	919	fantasy	1241291055
116587	919	fantasy	1235836031
118354	919	fantasy	1367805697
123621	919	fantasy	1526300197
131347	919	fantasy	1546375114
144173	919	fantasy	1233027136
148146	919	fantasy	1493323063
152499	919	fantasy	1305876268
7295	924	aliens	1435325259
18584	924	aliens	1463956513
21096	924	aliens	1245415106
34047	924	aliens	1538397965
49134	924	aliens	1573589485
54838	924	aliens	1239149319
56320	924	aliens	1246245355
62707	924	aliens	1149144030
63769	924	aliens	1470765619
68096	924	aliens	1561870459
79880	924	aliens	1241551689
80370	924	aliens	1541566002
86425	924	aliens	1365943989
96795	924	aliens	1568461498
99815	924	aliens	1308385266
103274	924	aliens	1439490116
103394	924	aliens	1342035733
105716	924	aliens	1516150073
105728	924	aliens	1475988933
105738	924	aliens	1496792867
118303	924	aliens	1532819008
125503	924	aliens	1570851276
131341	924	aliens	1498456783
131347	924	aliens	1201416507
131454	924	aliens	1328610253
133739	924	aliens	1566950196
138412	924	alien intelligence	1573775416
147750	924	aliens	1375224858
148306	924	aliens	1461885077
150898	924	aliens	1429022183
155146	924	aliens	1421009128
64333	926	"""bitchy"""	1267291855
6550	943	ghost	1528602945
60024	944	fantasy	1334369806
64618	944	fantasy	1531237121
563	953	fantasy	1242469114
40932	953	fantasy	1387986559
70796	953	fantasy	1252744847
115820	953	fantasy	1241123560
6550	968	zombie	1528612548
90691	968	zombie	1251407883
103598	968	zombie	1410869158
110966	968	zombie	1403813332
115820	968	zombie	1241130067
135039	968	zombie	1501895837
138476	968	zombie	1137302374
6550	992	fantasy	1528589904
6550	1005	college	1527452302
125054	1011	sequel	1467615091
653	1013	60s	1540752076
653	1018	60s	1540752335
653	1025	60s	1540752527
56238	1025	fantasy	1242980997
86425	1025	fantasy	1365943415
124790	1025	fantasy	1187954460
6550	1033	animal	1527460918
123527	1034	20th Century	1540742696
653	1035	60s	1540752475
123527	1036	20th Century	1540743101
123527	1059	20th Century	1540744106
3394	1073	Fantasy	1532245835
26737	1073	fantasy	1449393669
35058	1073	fantasy	1325781275
36159	1073	Fantasy	1437939127
38612	1073	Fantasy	1253632720
44147	1073	Fantasy	1454878894
45004	1073	Fantasy	1490570887
53413	1073	fantasy	1561833008
69125	1073	Fantasy	1313549817
82157	1073	Fantasy	1242671859
83844	1073	Fantasy	1271780411
97583	1073	Fantasy	1287607691
103598	1073	Fantasy	1311009948
104394	1073	Fantasy	1246933482
119492	1073	Fantasy	1473394177
122105	1073	Fantasy	1359670839
148146	1073	fantasy	1493323801
151732	1073	Fantasy	1477095502
155025	1073	Fantasy	1167680159
6550	1080	latin	1528513405
2789	1097	aliens	1427143112
6550	1097	alien	1527461158
8773	1097	Aliens	1137640509
13788	1097	aliens	1447345193
15204	1097	alien	1555781595
15204	1097	aliens	1555781582
15204	1097	fantasy	1306930512
15560	1097	alien	1498014046
15560	1097	aliens	1498014021
21096	1097	aliens	1244889592
21679	1097	aliens	1493487144
34164	1097	aliens	1528315025
34931	1097	aliens	1508677935
35058	1097	fantasy	1325783324
35935	1097	aliens	1453184416
36159	1097	alien	1483563782
36159	1097	aliens	1483563764
38543	1097	aliens	1247727457
42022	1097	fantasy	1301507922
42923	1097	alien	1333707518
53708	1097	aliens	1435416579
60300	1097	alien	1204638529
61610	1097	aliens	1568821617
67155	1097	aliens	1572742441
75013	1097	aliens	1159646295
79880	1097	alien	1242679691
79880	1097	aliens	1242679693
83844	1097	aliens	1271780812
89320	1097	aliens	1147450063
89977	1097	aliens	1508048796
93305	1097	aliens	1176862947
94552	1097	alien	1466117489
94552	1097	aliens	1466117485
96795	1097	aliens	1480189108
99605	1097	aliens	1476394420
106730	1097	aliens	1304006639
110243	1097	aliens	1152156815
113623	1097	aliens	1325325572
113623	1097	fantasy	1322934576
115820	1097	alien	1241223638
115820	1097	aliens	1241223640
118354	1097	aliens	1356392263
126323	1097	aliens	1154073478
131347	1097	alien	1139075838
134381	1097	aliens	1466286997
139325	1097	aliens	1368385228
142781	1097	aliens	1521354003
145061	1097	aliens	1137735018
145701	1097	aliens	1262766857
147309	1097	aliens	1436980670
6550	1099	ghost	1528592588
29996	1099	ghost	1545747196
84442	1101	fantasy	1154126911
6550	1105	sequel	1528611763
125054	1125	sequel	1467639665
87	1127	aliens	1542308477
6038	1127	aliens	1410442075
6550	1127	alien life-form	1527452888
7295	1127	aliens	1435155577
11952	1127	aliens	1268550133
12493	1127	aliens	1570433319
13788	1127	aliens	1447342501
19388	1127	alien	1368295695
21096	1127	aliens	1197718254
34047	1127	aliens	1471356741
34164	1127	aliens	1410115903
42923	1127	alien	1368362694
54838	1127	aliens	1239149852
56238	1127	aliens	1242989524
59391	1127	aliens	1436409338
61624	1127	aliens	1539324755
69242	1127	aliens	1315821018
76718	1127	aliens	1245199904
78280	1127	aliens	1550352821
79880	1127	aliens	1243345218
94552	1127	aliens	1466231112
101874	1127	aliens	1488243664
106730	1127	aliens	1304002476
116930	1127	aliens	1355167738
117192	1127	alien	1515625116
117192	1127	aliens	1515625081
118668	1127	Aliens	1306717861
120343	1127	aliens	1465004242
137365	1127	alien	1368331354
138412	1127	aliens	1573776353
141625	1127	aliens	1440107133
149044	1127	aliens	1514303431
154396	1127	aliens	1455972040
44616	1176	fantasy	1529241697
3394	1196	aliens	1532247253
3448	1196	aliens	1492794710
3448	1196	fantasy	1492794700
3570	1196	fantasy	1546452967
7295	1196	fantasy	1435154604
9849	1196	aliens	1546450709
9849	1196	fantasy	1546450703
10391	1196	fantasy	1253753117
11391	1196	fantasy	1421352766
13788	1196	aliens	1446135463
14554	1196	fantasy	1285576395
15204	1196	aliens	1555766485
15204	1196	fantasy	1555766469
15560	1196	fantasy	1487130584
15560	1196	sequel	1487130622
18057	1196	fantasy	1267121595
22203	1196	fantasy	1462122009
26245	1196	fantasy	1242279899
27560	1196	aliens	1535084205
27560	1196	fantasy	1535084107
27895	1196	sequel	1437469428
28826	1196	fantasy	1354601954
29799	1196	fantasy	1423761106
30309	1196	fantasy	1245016066
30309	1196	sequel	1245016074
34793	1196	sequel	1430507564
35058	1196	aliens	1553684927
35058	1196	fantasy	1325782551
36159	1196	fantasy	1437928996
39370	1196	fantasy	1545001133
39601	1196	fantasy	1479966543
44258	1196	sequel	1262795800
44444	1196	aliens	1506307606
44444	1196	fantasy	1506307593
44444	1196	sequel	1506307614
44616	1196	fantasy	1440326068
45485	1196	aliens	1248706843
45485	1196	fantasy	1248706821
45485	1196	sequel	1248706839
54838	1196	aliens	1239149290
55783	1196	fantasy	1487342624
56238	1196	aliens	1242979766
56238	1196	fantasy	1261913443
59047	1196	fantasy	1422655201
60294	1196	fantasy	1468818165
62186	1196	fantasy	1557538306
62919	1196	fantasy	1140522145
64845	1196	fantasy	1386638750
64966	1196	sequel	1137170565
64979	1196	aliens	1303795728
64979	1196	fantasy	1303795716
71356	1196	aliens	1241115594
71356	1196	fantasy	1241115605
71356	1196	sequel	1241115617
75665	1196	fantasy	1385395012
77810	1196	fantasy	1540172239
78897	1196	fantasy	1446573191
80394	1196	fantasy	1455136681
81363	1196	aliens	1449694401
89320	1196	fantasy	1147412304
95614	1196	fantasy	1425166294
99605	1196	fantasy	1476318643
104394	1196	aliens	1290639311
104394	1196	fantasy	1290639305
105792	1196	fantasy	1275190561
